Show,EpId,ClipId,fold
HeStutters,1,31,17.0
HeStutters,1,32,9.0
HeStutters,1,33,15.0
HeStutters,1,34,12.0
HeStutters,1,35,3.0
HeStutters,1,36,12.0
HeStutters,1,37,11.0
HeStutters,1,38,7.0
HeStutters,1,39,3.0
HeStutters,1,40,18.0
HeStutters,1,41,2.0
HeStutters,1,42,8.0
HeStutters,1,43,17.0
HeStutters,1,44,4.0
HeStutters,1,45,11.0
HeStutters,1,46,12.0
HeStutters,1,47,11.0
HeStutters,1,48,19.0
HeStutters,1,49,19.0
HeStutters,1,50,4.0
HeStutters,1,51,6.0
HeStutters,1,52,12.0
HeStutters,1,53,17.0
HeStutters,1,54,10.0
HeStutters,1,55,12.0
HeStutters,1,56,19.0
HeStutters,1,57,19.0
HeStutters,1,58,7.0
HeStutters,1,59,18.0
HeStutters,1,60,16.0
HeStutters,1,61,9.0
HeStutters,1,62,1.0
HeStutters,1,63,6.0
HeStutters,1,64,4.0
HeStutters,1,65,12.0
HeStutters,1,66,17.0
HeStutters,1,67,8.0
HeStutters,1,68,6.0
HeStutters,1,69,2.0
HeStutters,1,70,13.0
HeStutters,1,71,2.0
HeStutters,1,72,2.0
HeStutters,1,73,5.0
HeStutters,1,74,14.0
HeStutters,1,75,9.0
HeStutters,1,76,2.0
HeStutters,1,77,18.0
HeStutters,1,78,2.0
HeStutters,1,79,0.0
HeStutters,1,80,16.0
HeStutters,1,81,5.0
HeStutters,1,82,11.0
HeStutters,1,83,11.0
HeStutters,1,84,13.0
HeStutters,1,85,4.0
HeStutters,1,86,2.0
HeStutters,1,87,15.0
HeStutters,1,88,14.0
HeStutters,1,89,0.0
HeStutters,1,90,12.0
HeStutters,1,91,19.0
HeStutters,1,92,3.0
HeStutters,1,93,9.0
HeStutters,1,94,19.0
HeStutters,1,95,3.0
HeStutters,1,96,10.0
HeStutters,1,97,18.0
HeStutters,1,98,9.0
HeStutters,1,99,12.0
HeStutters,1,100,4.0
HeStutters,1,101,0.0
HeStutters,1,102,1.0
HeStutters,1,103,8.0
HeStutters,1,104,9.0
HeStutters,1,105,11.0
HeStutters,1,106,14.0
HeStutters,1,107,7.0
HeStutters,1,108,9.0
HeStutters,1,109,6.0
HeStutters,1,110,13.0
HeStutters,1,111,16.0
HeStutters,1,112,9.0
HeStutters,1,113,0.0
HeStutters,1,114,2.0
HeStutters,1,115,18.0
HeStutters,1,116,16.0
HeStutters,1,117,15.0
HeStutters,1,118,6.0
HeStutters,1,119,19.0
HeStutters,1,120,16.0
HeStutters,1,121,11.0
HeStutters,1,122,8.0
HeStutters,1,123,1.0
HeStutters,1,124,16.0
HeStutters,1,125,2.0
HeStutters,1,126,9.0
HeStutters,1,127,19.0
HeStutters,1,128,13.0
HeStutters,1,129,9.0
HeStutters,1,130,8.0
HeStutters,1,131,4.0
HeStutters,1,132,5.0
HeStutters,1,133,2.0
HeStutters,1,134,12.0
HeStutters,1,135,19.0
HeStutters,1,136,17.0
HeStutters,1,137,13.0
HeStutters,1,138,15.0
HeStutters,1,139,12.0
HeStutters,1,140,4.0
HeStutters,1,141,4.0
HeStutters,1,142,8.0
HeStutters,1,143,4.0
HeStutters,1,144,10.0
HeStutters,1,145,10.0
HeStutters,1,146,9.0
HeStutters,1,147,5.0
HeStutters,1,148,0.0
HeStutters,1,149,0.0
HeStutters,1,150,0.0
HeStutters,1,151,0.0
HeStutters,1,152,14.0
HeStutters,1,153,2.0
HeStutters,1,154,0.0
HeStutters,1,155,11.0
HeStutters,1,156,18.0
HeStutters,1,157,5.0
HeStutters,1,158,13.0
HeStutters,1,159,2.0
HeStutters,1,160,13.0
HeStutters,1,161,2.0
HeStutters,1,162,18.0
HeStutters,1,163,5.0
HeStutters,1,164,4.0
HeStutters,1,165,13.0
HeStutters,1,166,13.0
HeStutters,1,167,3.0
HeStutters,1,168,0.0
HeStutters,1,169,11.0
HeStutters,1,170,18.0
HeStutters,1,171,15.0
HeStutters,1,172,14.0
HeStutters,1,173,3.0
HeStutters,1,174,10.0
HeStutters,1,175,8.0
HeStutters,1,176,12.0
HeStutters,1,177,9.0
HeStutters,1,178,2.0
HeStutters,1,179,14.0
HeStutters,1,180,1.0
HeStutters,1,181,12.0
HeStutters,1,182,4.0
HeStutters,1,183,10.0
HeStutters,1,184,5.0
HeStutters,1,185,8.0
HeStutters,1,186,9.0
HeStutters,1,187,3.0
HeStutters,1,188,10.0
HeStutters,1,189,1.0
HeStutters,1,190,18.0
HeStutters,1,191,13.0
HeStutters,1,192,5.0
HeStutters,1,193,4.0
HeStutters,1,194,1.0
HeStutters,1,195,17.0
HeStutters,1,196,9.0
HeStutters,1,197,5.0
HeStutters,1,198,12.0
HeStutters,1,199,15.0
HeStutters,1,200,5.0
HeStutters,1,201,5.0
HeStutters,1,202,0.0
HeStutters,1,203,14.0
HeStutters,1,204,8.0
HeStutters,1,205,4.0
HeStutters,1,206,18.0
HeStutters,1,207,3.0
HeStutters,1,208,2.0
HeStutters,1,209,1.0
HeStutters,1,210,19.0
HeStutters,1,211,3.0
HeStutters,1,212,15.0
HeStutters,1,213,18.0
HeStutters,1,214,19.0
HeStutters,1,215,10.0
HeStutters,1,216,3.0
HeStutters,1,217,8.0
HeStutters,1,218,5.0
HeStutters,1,219,6.0
HeStutters,1,220,15.0
HeStutters,1,221,11.0
HeStutters,1,222,0.0
HeStutters,1,223,7.0
HeStutters,1,224,2.0
HeStutters,1,225,12.0
HeStutters,1,226,16.0
HeStutters,1,227,10.0
HeStutters,1,228,11.0
HeStutters,1,229,12.0
HeStutters,1,230,2.0
HeStutters,1,231,4.0
HeStutters,1,232,11.0
HeStutters,1,233,4.0
HeStutters,1,234,0.0
HeStutters,1,235,9.0
HeStutters,1,236,17.0
HeStutters,1,237,6.0
HeStutters,1,238,4.0
HeStutters,1,239,8.0
HeStutters,1,240,8.0
HeStutters,1,241,1.0
HeStutters,1,242,13.0
HeStutters,1,243,12.0
HeStutters,1,244,11.0
HeStutters,1,245,0.0
HeStutters,1,246,11.0
HeStutters,1,247,10.0
HeStutters,1,248,11.0
HeStutters,1,249,7.0
HeStutters,1,250,19.0
HeStutters,1,251,0.0
HeStutters,1,252,7.0
HeStutters,1,253,5.0
HeStutters,1,254,17.0
HeStutters,1,255,10.0
HeStutters,1,256,15.0
HeStutters,1,257,7.0
HeStutters,1,258,6.0
HeStutters,1,259,17.0
HeStutters,1,260,11.0
HeStutters,1,261,0.0
HeStutters,1,262,4.0
HeStutters,1,263,2.0
HeStutters,1,264,16.0
HeStutters,1,265,9.0
HeStutters,1,266,1.0
HeStutters,1,267,13.0
HeStutters,1,268,11.0
HeStutters,1,269,3.0
HeStutters,1,270,4.0
HeStutters,1,271,5.0
HeStutters,1,272,16.0
HeStutters,2,0,14.0
HeStutters,2,1,13.0
HeStutters,2,2,10.0
HeStutters,2,3,10.0
HeStutters,2,4,8.0
HeStutters,2,5,4.0
HeStutters,2,6,17.0
HeStutters,2,7,4.0
HeStutters,2,8,12.0
HeStutters,2,9,18.0
HeStutters,2,10,9.0
HeStutters,2,11,10.0
HeStutters,2,12,19.0
HeStutters,2,13,11.0
HeStutters,2,14,0.0
HeStutters,2,15,15.0
HeStutters,2,16,7.0
HeStutters,2,17,17.0
HeStutters,2,18,18.0
HeStutters,2,19,4.0
HeStutters,2,20,14.0
HeStutters,2,21,18.0
HeStutters,2,22,19.0
HeStutters,2,23,14.0
HeStutters,2,24,18.0
HeStutters,2,25,9.0
HeStutters,2,26,15.0
HeStutters,2,27,2.0
HeStutters,2,28,1.0
HeStutters,2,29,16.0
HeStutters,2,30,10.0
HeStutters,2,31,5.0
HeStutters,2,32,3.0
HeStutters,2,33,6.0
HeStutters,2,34,4.0
HeStutters,2,35,4.0
HeStutters,2,36,9.0
HeStutters,2,37,15.0
HeStutters,2,38,9.0
HeStutters,2,39,1.0
HeStutters,2,40,10.0
HeStutters,2,41,10.0
HeStutters,2,42,17.0
HeStutters,2,43,3.0
HeStutters,2,44,3.0
HeStutters,2,45,1.0
HeStutters,2,46,9.0
HeStutters,2,47,0.0
HeStutters,2,48,0.0
HeStutters,2,49,13.0
HeStutters,2,50,2.0
HeStutters,2,51,5.0
HeStutters,2,52,15.0
HeStutters,2,53,0.0
HeStutters,2,54,19.0
HeStutters,2,55,17.0
HeStutters,2,56,19.0
HeStutters,2,57,2.0
HeStutters,2,58,0.0
HeStutters,2,59,18.0
HeStutters,2,60,19.0
HeStutters,2,61,6.0
HeStutters,2,62,18.0
HeStutters,2,63,13.0
HeStutters,2,64,7.0
HeStutters,2,65,17.0
HeStutters,2,66,15.0
HeStutters,2,67,0.0
HeStutters,2,68,0.0
HeStutters,2,69,11.0
HeStutters,2,70,16.0
HeStutters,2,71,3.0
HeStutters,2,72,12.0
HeStutters,2,73,17.0
HeStutters,2,74,2.0
HeStutters,2,75,17.0
HeStutters,2,76,17.0
HeStutters,2,77,16.0
HeStutters,2,78,12.0
HeStutters,2,79,14.0
HeStutters,2,80,9.0
HeStutters,2,81,19.0
HeStutters,2,82,16.0
HeStutters,2,83,0.0
HeStutters,2,84,8.0
HeStutters,2,85,18.0
HeStutters,2,86,6.0
HeStutters,2,87,7.0
HeStutters,2,88,3.0
HeStutters,2,89,16.0
HeStutters,2,90,1.0
HeStutters,2,91,12.0
HeStutters,2,92,2.0
HeStutters,2,93,7.0
HeStutters,2,94,14.0
HeStutters,2,95,11.0
HeStutters,2,96,11.0
HeStutters,2,97,5.0
HeStutters,2,98,2.0
HeStutters,2,99,1.0
HeStutters,2,100,11.0
HeStutters,2,101,9.0
HeStutters,2,102,1.0
HeStutters,2,103,14.0
HeStutters,2,104,17.0
HeStutters,2,105,11.0
HeStutters,2,106,3.0
HeStutters,2,107,9.0
HeStutters,2,108,11.0
HeStutters,2,109,18.0
HeStutters,2,110,13.0
HeStutters,2,111,3.0
HeStutters,2,112,18.0
HeStutters,2,113,7.0
HeStutters,2,114,7.0
HeStutters,2,115,13.0
HeStutters,2,116,1.0
HeStutters,2,117,4.0
HeStutters,2,118,14.0
HeStutters,2,119,12.0
HeStutters,2,120,2.0
HeStutters,2,121,4.0
HeStutters,2,122,5.0
HeStutters,2,123,12.0
HeStutters,2,124,11.0
HeStutters,2,125,17.0
HeStutters,2,126,11.0
HeStutters,2,127,2.0
HeStutters,2,128,5.0
HeStutters,2,129,16.0
HeStutters,2,130,10.0
HeStutters,2,131,4.0
HeStutters,2,132,6.0
HeStutters,2,133,16.0
HeStutters,2,134,19.0
HeStutters,2,135,9.0
HeStutters,2,136,7.0
HeStutters,2,137,4.0
HeStutters,2,138,4.0
HeStutters,2,139,6.0
HeStutters,2,140,1.0
HeStutters,2,141,12.0
HeStutters,2,142,0.0
HeStutters,2,143,11.0
HeStutters,2,144,6.0
HeStutters,2,145,5.0
HeStutters,2,146,9.0
HeStutters,2,147,5.0
HeStutters,2,148,13.0
HeStutters,2,149,7.0
HeStutters,2,150,7.0
HeStutters,2,151,17.0
HeStutters,2,152,13.0
HeStutters,2,153,11.0
HeStutters,2,154,8.0
HeStutters,2,155,10.0
HeStutters,2,156,11.0
HeStutters,2,157,8.0
HeStutters,2,158,13.0
HeStutters,2,159,1.0
HeStutters,2,160,8.0
HeStutters,2,161,2.0
HeStutters,2,162,0.0
HeStutters,2,163,6.0
HeStutters,2,164,14.0
HeStutters,2,165,6.0
HeStutters,2,166,17.0
HeStutters,2,167,0.0
HeStutters,2,168,2.0
HeStutters,2,169,18.0
HeStutters,2,170,15.0
HeStutters,2,171,1.0
HeStutters,2,172,11.0
HeStutters,2,173,11.0
HeStutters,2,174,0.0
HeStutters,2,175,5.0
HeStutters,2,176,3.0
HeStutters,2,177,4.0
HeStutters,2,178,7.0
HeStutters,2,179,13.0
HeStutters,2,180,14.0
HeStutters,2,181,10.0
HeStutters,2,182,12.0
HeStutters,2,183,1.0
HeStutters,2,184,14.0
HeStutters,2,185,5.0
HeStutters,2,186,14.0
HeStutters,2,187,5.0
HeStutters,2,188,12.0
HeStutters,2,189,9.0
HeStutters,2,190,10.0
HeStutters,2,191,3.0
HeStutters,2,192,0.0
HeStutters,2,193,8.0
HeStutters,2,194,19.0
HeStutters,2,195,12.0
HeStutters,2,196,19.0
HeStutters,2,197,16.0
HeStutters,2,198,6.0
HeStutters,2,199,0.0
HeStutters,2,200,4.0
HeStutters,2,201,12.0
HeStutters,2,202,15.0
HeStutters,2,203,9.0
HeStutters,2,204,2.0
HeStutters,2,205,7.0
HeStutters,2,206,12.0
HeStutters,2,207,1.0
HeStutters,2,208,18.0
HeStutters,2,209,16.0
HeStutters,2,210,4.0
HeStutters,2,211,2.0
HeStutters,2,212,1.0
HeStutters,2,213,19.0
HeStutters,2,214,14.0
HeStutters,2,215,0.0
HeStutters,3,0,0.0
HeStutters,3,1,7.0
HeStutters,3,2,5.0
HeStutters,3,3,15.0
HeStutters,3,4,16.0
HeStutters,3,5,2.0
HeStutters,3,6,5.0
HeStutters,3,7,2.0
HeStutters,3,8,2.0
HeStutters,3,9,3.0
HeStutters,3,10,10.0
HeStutters,3,11,15.0
HeStutters,3,12,13.0
HeStutters,3,13,14.0
HeStutters,3,14,4.0
HeStutters,3,15,12.0
HeStutters,3,16,1.0
HeStutters,3,17,8.0
HeStutters,3,18,19.0
HeStutters,3,19,18.0
HeStutters,3,20,13.0
HeStutters,3,21,9.0
HeStutters,3,22,17.0
HeStutters,3,23,9.0
HeStutters,3,24,13.0
HeStutters,3,25,3.0
HeStutters,3,26,8.0
HeStutters,3,27,10.0
HeStutters,3,28,3.0
HeStutters,3,29,17.0
HeStutters,3,30,3.0
HeStutters,3,31,16.0
HeStutters,3,32,15.0
HeStutters,3,33,18.0
HeStutters,3,34,10.0
HeStutters,3,35,19.0
HeStutters,3,36,6.0
HeStutters,3,37,0.0
HeStutters,3,38,15.0
HeStutters,3,39,3.0
HeStutters,4,0,16.0
HeStutters,4,1,3.0
HeStutters,4,2,19.0
HeStutters,4,3,6.0
HeStutters,4,4,13.0
HeStutters,4,5,0.0
HeStutters,4,6,16.0
HeStutters,4,7,11.0
HeStutters,4,8,13.0
HeStutters,4,9,11.0
HeStutters,4,10,16.0
HeStutters,4,11,15.0
HeStutters,4,12,4.0
HeStutters,4,13,15.0
HeStutters,4,14,4.0
HeStutters,4,15,3.0
HeStutters,4,16,12.0
HeStutters,4,17,14.0
HeStutters,4,18,19.0
HeStutters,4,19,7.0
HeStutters,4,20,8.0
HeStutters,4,21,0.0
HeStutters,4,22,1.0
HeStutters,4,23,14.0
HeStutters,4,24,14.0
HeStutters,4,25,3.0
HeStutters,4,26,17.0
HeStutters,4,27,18.0
HeStutters,4,28,7.0
HeStutters,4,29,7.0
HeStutters,4,30,7.0
HeStutters,4,31,9.0
HeStutters,4,32,4.0
HeStutters,4,33,1.0
HeStutters,4,34,9.0
HeStutters,4,35,18.0
HeStutters,4,36,14.0
HeStutters,4,37,0.0
HeStutters,4,38,13.0
HeStutters,4,39,1.0
HeStutters,5,0,14.0
HeStutters,5,1,0.0
HeStutters,5,2,13.0
HeStutters,5,3,7.0
HeStutters,5,4,3.0
HeStutters,5,5,5.0
HeStutters,5,6,13.0
HeStutters,5,7,7.0
HeStutters,5,8,3.0
HeStutters,5,9,5.0
HeStutters,5,10,4.0
HeStutters,5,11,19.0
HeStutters,5,12,1.0
HeStutters,5,13,12.0
HeStutters,5,14,2.0
HeStutters,5,15,11.0
HeStutters,5,16,18.0
HeStutters,5,17,13.0
HeStutters,5,18,4.0
HeStutters,5,19,9.0
HeStutters,5,20,4.0
HeStutters,5,21,11.0
HeStutters,5,22,13.0
HeStutters,5,23,9.0
HeStutters,5,24,9.0
HeStutters,5,25,13.0
HeStutters,5,26,4.0
HeStutters,5,27,10.0
HeStutters,5,28,14.0
HeStutters,5,29,1.0
HeStutters,5,30,17.0
HeStutters,5,31,5.0
HeStutters,5,32,13.0
HeStutters,5,33,18.0
HeStutters,5,34,4.0
HeStutters,5,35,19.0
HeStutters,5,36,1.0
HeStutters,5,37,7.0
HeStutters,5,38,10.0
HeStutters,5,39,4.0
HeStutters,5,40,12.0
HeStutters,5,41,1.0
HeStutters,5,42,5.0
HeStutters,5,43,11.0
HeStutters,5,44,15.0
HeStutters,5,45,13.0
HeStutters,5,46,5.0
HeStutters,5,47,0.0
HeStutters,5,48,13.0
HeStutters,5,49,5.0
HeStutters,5,50,13.0
HeStutters,5,51,13.0
HeStutters,5,52,15.0
HeStutters,5,53,2.0
HeStutters,5,54,13.0
HeStutters,5,55,4.0
HeStutters,5,56,19.0
HeStutters,5,57,0.0
HeStutters,5,58,10.0
HeStutters,5,59,8.0
HeStutters,5,60,6.0
HeStutters,5,61,4.0
HeStutters,5,62,10.0
HeStutters,5,63,1.0
HeStutters,5,64,6.0
HeStutters,5,65,10.0
HeStutters,5,66,2.0
HeStutters,5,67,7.0
HeStutters,5,68,2.0
HeStutters,5,69,14.0
HeStutters,5,70,17.0
HeStutters,5,71,4.0
HeStutters,5,72,17.0
HeStutters,5,73,4.0
HeStutters,5,74,12.0
HeStutters,5,75,12.0
HeStutters,5,76,9.0
HeStutters,5,77,11.0
HeStutters,5,78,1.0
HeStutters,5,79,16.0
HeStutters,5,80,3.0
HeStutters,5,81,1.0
HeStutters,5,82,3.0
HeStutters,5,83,4.0
HeStutters,5,84,0.0
HeStutters,5,85,2.0
HeStutters,5,86,4.0
HeStutters,5,87,9.0
HeStutters,5,88,6.0
HeStutters,5,89,3.0
HeStutters,5,90,13.0
HeStutters,5,91,2.0
HeStutters,5,92,7.0
HeStutters,5,93,6.0
HeStutters,5,94,15.0
HeStutters,5,95,17.0
HeStutters,5,96,7.0
HeStutters,5,97,11.0
HeStutters,5,98,3.0
HeStutters,5,99,8.0
HeStutters,5,100,0.0
HeStutters,5,101,11.0
HeStutters,5,102,6.0
HeStutters,5,103,17.0
HeStutters,5,104,6.0
HeStutters,5,105,0.0
HeStutters,5,106,12.0
HeStutters,5,107,14.0
HeStutters,5,108,9.0
HeStutters,5,109,2.0
HeStutters,5,110,0.0
HeStutters,5,111,7.0
HeStutters,5,112,10.0
HeStutters,5,113,2.0
HeStutters,5,114,4.0
HeStutters,5,115,2.0
HeStutters,5,116,1.0
HeStutters,5,117,14.0
HeStutters,5,118,7.0
HeStutters,5,119,0.0
HeStutters,5,120,16.0
HeStutters,5,121,3.0
HeStutters,5,122,1.0
HeStutters,5,123,15.0
HeStutters,5,124,13.0
HeStutters,5,125,1.0
HeStutters,5,126,6.0
HeStutters,5,127,1.0
HeStutters,5,128,17.0
HeStutters,5,129,16.0
HeStutters,5,130,11.0
HeStutters,5,131,7.0
HeStutters,5,132,6.0
HeStutters,5,133,16.0
HeStutters,5,134,6.0
HeStutters,5,135,1.0
HeStutters,5,136,15.0
HeStutters,5,137,0.0
HeStutters,5,138,11.0
HeStutters,5,139,6.0
HeStutters,5,140,10.0
HeStutters,5,141,14.0
HeStutters,5,142,4.0
HeStutters,5,143,18.0
HeStutters,5,144,2.0
HeStutters,5,145,14.0
HeStutters,5,146,7.0
HeStutters,5,147,9.0
HeStutters,5,148,19.0
HeStutters,5,149,14.0
HeStutters,5,150,5.0
HeStutters,5,151,5.0
HeStutters,5,152,14.0
HeStutters,5,153,19.0
HeStutters,5,154,4.0
HeStutters,5,155,17.0
HeStutters,5,156,1.0
HeStutters,5,157,1.0
HeStutters,5,158,19.0
HeStutters,5,159,17.0
HeStutters,5,160,11.0
HeStutters,5,161,5.0
HeStutters,5,162,14.0
HeStutters,5,163,11.0
HeStutters,5,164,17.0
HeStutters,5,165,7.0
HeStutters,5,166,1.0
HeStutters,5,167,0.0
HeStutters,5,168,1.0
HeStutters,5,169,14.0
HeStutters,5,170,6.0
HeStutters,5,171,17.0
HeStutters,5,172,19.0
HeStutters,5,173,9.0
HeStutters,5,174,13.0
HeStutters,5,175,11.0
HeStutters,5,176,15.0
HeStutters,5,177,7.0
HeStutters,5,178,6.0
HeStutters,5,179,7.0
HeStutters,5,180,18.0
HeStutters,5,181,6.0
HeStutters,5,182,8.0
HeStutters,5,183,10.0
HeStutters,5,184,6.0
HeStutters,5,185,11.0
HeStutters,5,186,18.0
HeStutters,5,187,8.0
HeStutters,5,188,15.0
HeStutters,5,189,8.0
HeStutters,5,190,2.0
HeStutters,5,191,9.0
HeStutters,5,192,3.0
HeStutters,5,193,15.0
HeStutters,5,194,2.0
HeStutters,5,195,10.0
HeStutters,5,196,10.0
HeStutters,5,197,17.0
HeStutters,5,198,16.0
HeStutters,6,0,16.0
HeStutters,6,1,5.0
HeStutters,6,2,9.0
HeStutters,6,3,0.0
HeStutters,6,4,1.0
HeStutters,6,5,12.0
HeStutters,6,6,0.0
HeStutters,6,7,10.0
HeStutters,6,8,6.0
HeStutters,6,9,0.0
HeStutters,6,10,10.0
HeStutters,6,11,8.0
HeStutters,6,12,11.0
HeStutters,6,13,17.0
HeStutters,6,14,1.0
HeStutters,6,15,17.0
HeStutters,6,16,5.0
HeStutters,6,17,9.0
HeStutters,6,18,16.0
HeStutters,6,19,8.0
HeStutters,6,20,4.0
HeStutters,6,21,1.0
HeStutters,6,22,4.0
HeStutters,6,23,6.0
HeStutters,6,24,17.0
HeStutters,6,25,0.0
HeStutters,6,26,3.0
HeStutters,6,27,14.0
HeStutters,6,28,1.0
HeStutters,6,29,14.0
HeStutters,6,30,0.0
HeStutters,6,31,4.0
HeStutters,6,32,19.0
HeStutters,6,33,10.0
HeStutters,6,34,0.0
HeStutters,6,35,1.0
HeStutters,6,36,5.0
HeStutters,6,37,7.0
HeStutters,6,38,9.0
HeStutters,6,39,17.0
HeStutters,6,40,6.0
HeStutters,6,41,2.0
HeStutters,6,42,9.0
HeStutters,6,43,19.0
HeStutters,6,44,9.0
HeStutters,6,45,4.0
HeStutters,6,46,16.0
HeStutters,6,47,13.0
HeStutters,6,48,5.0
HeStutters,6,49,17.0
HeStutters,6,50,0.0
HeStutters,6,51,6.0
HeStutters,6,52,17.0
HeStutters,6,53,12.0
HeStutters,6,54,0.0
HeStutters,6,55,15.0
HeStutters,6,56,3.0
HeStutters,6,57,6.0
HeStutters,6,58,0.0
HeStutters,6,59,8.0
HeStutters,6,60,17.0
HeStutters,6,61,5.0
HeStutters,6,62,5.0
HeStutters,6,63,4.0
HeStutters,6,64,1.0
HeStutters,6,65,6.0
HeStutters,6,66,11.0
HeStutters,6,67,15.0
HeStutters,6,68,15.0
HeStutters,6,69,2.0
HeStutters,6,70,5.0
HeStutters,6,71,14.0
HeStutters,6,72,0.0
HeStutters,6,73,8.0
HeStutters,6,74,6.0
HeStutters,6,75,1.0
HeStutters,6,76,2.0
HeStutters,6,77,2.0
HeStutters,6,78,6.0
HeStutters,6,79,2.0
HeStutters,6,80,19.0
HeStutters,6,81,6.0
HeStutters,6,82,13.0
HeStutters,6,83,18.0
HeStutters,6,84,8.0
HeStutters,6,85,1.0
HeStutters,6,86,19.0
HeStutters,6,87,7.0
HeStutters,6,88,15.0
HeStutters,6,89,3.0
HeStutters,6,90,15.0
HeStutters,6,91,13.0
HeStutters,6,92,11.0
HeStutters,6,93,0.0
HeStutters,6,94,19.0
HeStutters,6,95,19.0
HeStutters,6,96,0.0
HeStutters,6,97,8.0
HeStutters,6,98,4.0
HeStutters,6,99,12.0
HeStutters,6,100,17.0
HeStutters,6,101,19.0
HeStutters,6,102,19.0
HeStutters,6,103,2.0
HeStutters,6,104,1.0
HeStutters,6,105,7.0
HeStutters,6,106,0.0
HeStutters,6,107,10.0
HeStutters,6,108,5.0
HeStutters,6,109,14.0
HeStutters,6,110,12.0
HeStutters,6,111,0.0
HeStutters,6,112,14.0
HeStutters,6,113,19.0
HeStutters,6,114,5.0
HeStutters,6,115,6.0
HeStutters,6,116,5.0
HeStutters,6,117,12.0
HeStutters,6,118,10.0
HeStutters,6,119,18.0
HeStutters,6,120,16.0
HeStutters,6,121,9.0
HeStutters,6,122,18.0
HeStutters,6,123,18.0
HeStutters,6,124,18.0
HeStutters,6,125,18.0
HeStutters,6,126,14.0
HeStutters,6,127,1.0
HeStutters,6,128,8.0
HeStutters,6,129,5.0
HeStutters,6,130,12.0
HeStutters,6,131,7.0
HeStutters,6,132,11.0
HeStutters,6,133,5.0
HeStutters,6,134,12.0
HeStutters,6,135,9.0
HeStutters,6,136,6.0
HeStutters,6,137,9.0
HeStutters,6,138,17.0
HeStutters,6,139,7.0
HeStutters,6,140,5.0
HeStutters,6,141,6.0
HeStutters,6,142,11.0
HeStutters,6,143,19.0
HeStutters,6,144,13.0
HeStutters,6,145,19.0
HeStutters,6,146,10.0
HeStutters,6,147,17.0
HeStutters,6,148,4.0
HeStutters,6,149,8.0
HeStutters,6,150,18.0
HeStutters,6,151,3.0
HeStutters,6,152,4.0
HeStutters,6,153,19.0
HeStutters,6,154,19.0
HeStutters,6,155,10.0
HeStutters,6,156,7.0
HeStutters,6,157,4.0
HeStutters,6,158,2.0
HeStutters,6,159,12.0
HeStutters,6,160,5.0
HeStutters,6,161,5.0
HeStutters,6,162,17.0
HeStutters,6,163,7.0
HeStutters,6,164,9.0
HeStutters,6,165,3.0
HeStutters,6,166,15.0
HeStutters,6,167,4.0
HeStutters,6,168,12.0
HeStutters,6,169,4.0
HeStutters,6,170,16.0
HeStutters,6,171,18.0
HeStutters,6,172,3.0
HeStutters,6,173,8.0
HeStutters,6,174,1.0
HeStutters,6,175,19.0
HeStutters,6,176,5.0
HeStutters,6,177,5.0
HeStutters,6,178,11.0
HeStutters,6,179,12.0
HeStutters,6,180,4.0
HeStutters,6,181,1.0
HeStutters,6,182,3.0
HeStutters,6,183,11.0
HeStutters,6,184,1.0
HeStutters,6,185,18.0
HeStutters,6,186,18.0
HeStutters,6,187,3.0
HeStutters,6,188,14.0
